state,district,pincode,pincode_total,district_avg,state_avg
Andhra Pradesh,Ananthapuramu,515787,5,1.25,1.25
Andhra Pradesh,Ananthapuramu,515801,74,2.466666666666667,2.466666666666667
Andhra Pradesh,Ananthapuramu,515803,13,1.0,1.0
Andhra Pradesh,Ananthapuramu,515812,39,1.8571428571428572,1.8571428571428572
Andhra Pradesh,Ananthapuramu,515822,7,1.4,1.4
Andhra Pradesh,Ananthapuramu,515832,13,1.625,1.625
Andhra Pradesh,Ananthapuramu,515842,14,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Ananthapuramu,515863,20,1.5384615384615385,1.5384615384615385
Andhra Pradesh,Ananthapuramu,515865,111,3.46875,3.46875
Andhra Pradesh,Ananthapuramu,515867,24,1.5,1.5
Andhra Pradesh,Ananthapuramu,515870,23,2.3,2.3
Andhra Pradesh,Ananthapuramu,515871,52,2.260869565217391,2.260869565217391
Andhra Pradesh,Ananthapuramu,515872,3,1.0,1.0
Andhra Pradesh,Annamayya,516101,13,1.1818181818181819,1.1818181818181819
Andhra Pradesh,Annamayya,516104,2,1.0,1.0
Andhra Pradesh,Annamayya,516105,5,1.0,1.0
Andhra Pradesh,Annamayya,516107,9,1.5,1.5
Andhra Pradesh,Annamayya,516108,6,1.0,1.0
Andhra Pradesh,Annamayya,516110,2,1.0,1.0
Andhra Pradesh,Annamayya,516115,14,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Annamayya,516126,18,1.8,1.8
Andhra Pradesh,Annamayya,516127,2,1.0,1.0
Andhra Pradesh,Annamayya,516128,7,1.75,1.75
Andhra Pradesh,Annamayya,516129,6,1.0,1.0
Andhra Pradesh,Annamayya,516130,6,1.0,1.0
Andhra Pradesh,Annamayya,516150,6,1.5,1.5
Andhra Pradesh,Annamayya,516151,5,1.6666666666666667,1.6666666666666667
Andhra Pradesh,Annamayya,516214,6,1.0,1.0
Andhra Pradesh,Annamayya,516215,6,1.2,1.2
Andhra Pradesh,Annamayya,516257,9,1.2857142857142858,1.2857142857142858
Andhra Pradesh,Annamayya,516267,13,1.1818181818181819,1.1818181818181819
Andhra Pradesh,Annamayya,516268,5,1.0,1.0
Andhra Pradesh,Annamayya,516269,32,1.8823529411764706,1.8823529411764706
Andhra Pradesh,Annamayya,516270,4,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Annamayya,516504,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Annamayya,517213,3,1.0,1.0
Andhra Pradesh,Annamayya,517214,17,1.3076923076923077,1.3076923076923077
Andhra Pradesh,Annamayya,517234,9,1.2857142857142858,1.2857142857142858
Andhra Pradesh,Annamayya,517235,3,1.0,1.0
Andhra Pradesh,Annamayya,517236,5,1.0,1.0
Andhra Pradesh,Annamayya,517277,4,1.0,1.0
Andhra Pradesh,Annamayya,517280,9,1.125,1.125
Andhra Pradesh,Annamayya,517291,8,1.0,1.0
Andhra Pradesh,Annamayya,517297,18,1.6363636363636365,1.6363636363636365
Andhra Pradesh,Annamayya,517299,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Annamayya,517305,5,1.0,1.0
Andhra Pradesh,Annamayya,517319,7,1.0,1.0
Andhra Pradesh,Annamayya,517325,84,2.896551724137931,2.896551724137931
Andhra Pradesh,Annamayya,517326,3,1.0,1.0
Andhra Pradesh,Annamayya,517350,6,1.0,1.0
Andhra Pradesh,Annamayya,517351,3,1.0,1.0
Andhra Pradesh,Annamayya,517352,3,1.0,1.0
Andhra Pradesh,Annamayya,517370,17,1.3076923076923077,1.3076923076923077
Andhra Pradesh,Annamayya,517390,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Annamayya,517391,5,1.0,1.0
Andhra Pradesh,Annamayya,517417,5,1.25,1.25
Andhra Pradesh,Annamayya,517418,3,1.5,1.5
Andhra Pradesh,Bapatla,522101,20,1.5384615384615385,1.5384615384615385
Andhra Pradesh,Bapatla,522111,6,1.0,1.0
Andhra Pradesh,Bapatla,522211,2,1.0,1.0
Andhra Pradesh,Bapatla,522256,2,1.0,1.0
Andhra Pradesh,Bapatla,522257,1,1.0,1.0
Andhra Pradesh,Bapatla,522258,2,1.0,1.0
Andhra Pradesh,Bapatla,522259,6,1.0,1.0
Andhra Pradesh,Bapatla,522261,2,1.0,1.0
Andhra Pradesh,Bapatla,522262,2,1.0,1.0
Andhra Pradesh,Bapatla,522264,3,1.0,1.0
Andhra Pradesh,Bapatla,522265,9,1.125,1.125
Andhra Pradesh,Bapatla,522268,9,1.5,1.5
Andhra Pradesh,Bapatla,522301,2,1.0,1.0
Andhra Pradesh,Bapatla,522309,10,1.25,1.25
Andhra Pradesh,Bapatla,522311,2,1.0,1.0
Andhra Pradesh,Bapatla,522313,2,1.0,1.0
Andhra Pradesh,Bapatla,522314,4,1.0,1.0
Andhra Pradesh,Bapatla,522315,1,1.0,1.0
Andhra Pradesh,Bapatla,522317,3,1.0,1.0
Andhra Pradesh,Bapatla,522318,1,1.0,1.0
Andhra Pradesh,Bapatla,522324,4,1.0,1.0
Andhra Pradesh,Bapatla,522325,6,1.2,1.2
Andhra Pradesh,Bapatla,522329,2,1.0,1.0
Andhra Pradesh,Bapatla,522341,2,1.0,1.0
Andhra Pradesh,Bapatla,523135,3,1.0,1.0
Andhra Pradesh,Bapatla,523155,3,1.0,1.0
Andhra Pradesh,Bapatla,523157,4,1.0,1.0
Andhra Pradesh,Bapatla,523165,3,1.5,1.5
Andhra Pradesh,Bapatla,523166,4,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Bapatla,523167,8,1.0,1.0
Andhra Pradesh,Bapatla,523169,5,1.0,1.0
Andhra Pradesh,Bapatla,523170,1,1.0,1.0
Andhra Pradesh,Bapatla,523171,1,1.0,1.0
Andhra Pradesh,Bapatla,523181,1,1.0,1.0
Andhra Pradesh,Bapatla,523184,5,1.0,1.0
Andhra Pradesh,Bapatla,523186,1,1.0,1.0
Andhra Pradesh,Bapatla,523187,10,1.6666666666666667,1.6666666666666667
Andhra Pradesh,Bapatla,523190,3,1.0,1.0
Andhra Pradesh,Bapatla,523201,18,1.2,1.2
Andhra Pradesh,Bapatla,523212,6,1.2,1.2
Andhra Pradesh,Bapatla,523213,1,1.0,1.0
Andhra Pradesh,Bapatla,523260,5,1.25,1.25
Andhra Pradesh,Bapatla,523261,5,1.25,1.25
Andhra Pradesh,Bapatla,523263,2,2.0,2.0
Andhra Pradesh,Bapatla,523301,7,1.0,1.0
Andhra Pradesh,Bapatla,523302,6,1.5,1.5
Andhra Pradesh,Bapatla,523303,8,1.1428571428571428,1.1428571428571428
Andhra Pradesh,Chittoor,517001,81,2.793103448275862,2.793103448275862
Andhra Pradesh,Chittoor,517002,42,2.4705882352941178,2.4705882352941178
Andhra Pradesh,Chittoor,517004,39,1.625,1.625
Andhra Pradesh,Chittoor,517101,10,1.25,1.25
Andhra Pradesh,Chittoor,517102,21,1.3125,1.3125
Andhra Pradesh,Chittoor,517112,17,1.2142857142857142,1.2142857142857142
Andhra Pradesh,Chittoor,517113,24,1.263157894736842,1.263157894736842
Andhra Pradesh,Chittoor,517123,28,1.6470588235294117,1.6470588235294117
Andhra Pradesh,Chittoor,517124,38,1.5833333333333333,1.5833333333333333
Andhra Pradesh,Chittoor,517125,26,1.5294117647058822,1.5294117647058822
Andhra Pradesh,Chittoor,517126,34,1.8888888888888888,1.8888888888888888
Andhra Pradesh,Chittoor,517127,30,1.5789473684210527,1.5789473684210527
Andhra Pradesh,Chittoor,517128,29,1.380952380952381,1.380952380952381
Andhra Pradesh,Chittoor,517129,29,1.7058823529411764,1.7058823529411764
Andhra Pradesh,Chittoor,517130,35,1.8421052631578947,1.8421052631578947
Andhra Pradesh,Chittoor,517131,29,1.45,1.45
Andhra Pradesh,Chittoor,517132,50,2.0833333333333335,2.0833333333333335
Andhra Pradesh,Chittoor,517152,5,1.0,1.0
Andhra Pradesh,Chittoor,517167,45,2.0454545454545454,2.0454545454545454
Andhra Pradesh,Chittoor,517172,28,1.6470588235294117,1.6470588235294117
Andhra Pradesh,Chittoor,517192,23,1.4375,1.4375
Andhra Pradesh,Chittoor,517193,10,1.1111111111111112,1.1111111111111112
Andhra Pradesh,Chittoor,517194,29,1.5263157894736843,1.5263157894736843
Andhra Pradesh,Chittoor,517213,19,1.2666666666666666,1.2666666666666666
Andhra Pradesh,Chittoor,517214,70,2.5925925925925926,2.5925925925925926
Andhra Pradesh,Chittoor,517234,27,1.8,1.8
Andhra Pradesh,Chittoor,517235,14,1.75,1.75
Andhra Pradesh,Chittoor,517236,28,2.0,2.0
Andhra Pradesh,Chittoor,517237,11,1.2222222222222223,1.2222222222222223
Andhra Pradesh,Chittoor,517247,162,4.764705882352941,4.764705882352941
Andhra Pradesh,Chittoor,517257,67,2.4814814814814814,2.4814814814814814
Andhra Pradesh,Chittoor,517277,10,1.4285714285714286,1.4285714285714286
Andhra Pradesh,Chittoor,517280,20,1.25,1.25
Andhra Pradesh,Chittoor,517291,20,1.1764705882352942,1.1764705882352942
Andhra Pradesh,Chittoor,517297,68,2.6153846153846154,2.6153846153846154
Andhra Pradesh,Chittoor,517299,5,1.0,1.0
Andhra Pradesh,Chittoor,517305,14,1.2727272727272727,1.2727272727272727
Andhra Pradesh,Chittoor,517319,9,1.0,1.0
Andhra Pradesh,Chittoor,517325,157,4.617647058823529,4.617647058823529
Andhra Pradesh,Chittoor,517350,20,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Chittoor,517351,13,1.3,1.3
Andhra Pradesh,Chittoor,517352,1,1.0,1.0
Andhra Pradesh,Chittoor,517370,42,1.5555555555555556,1.5555555555555556
Andhra Pradesh,Chittoor,517390,17,1.2142857142857142,1.2142857142857142
Andhra Pradesh,Chittoor,517391,20,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Chittoor,517401,55,2.1153846153846154,2.1153846153846154
Andhra Pradesh,Chittoor,517403,9,1.125,1.125
Andhra Pradesh,Chittoor,517408,135,4.354838709677419,4.354838709677419
Andhra Pradesh,Chittoor,517414,19,1.3571428571428572,1.3571428571428572
Andhra Pradesh,Chittoor,517415,59,2.4583333333333335,2.4583333333333335
Andhra Pradesh,Chittoor,517416,60,2.0689655172413794,2.0689655172413794
Andhra Pradesh,Chittoor,517417,33,1.5714285714285714,1.5714285714285714
Andhra Pradesh,Chittoor,517418,11,1.1,1.1
Andhra Pradesh,Chittoor,517419,26,1.3,1.3
Andhra Pradesh,Chittoor,517421,36,1.44,1.44
Andhra Pradesh,Chittoor,517422,40,2.0,2.0
Andhra Pradesh,Chittoor,517423,59,2.4583333333333335,2.4583333333333335
Andhra Pradesh,Chittoor,517424,77,2.6551724137931036,2.6551724137931036
Andhra Pradesh,Chittoor,517425,281,8.028571428571428,8.028571428571428
Andhra Pradesh,Chittoor,517426,6,1.0,1.0
Andhra Pradesh,Chittoor,517429,52,2.1666666666666665,2.1666666666666665
Andhra Pradesh,Chittoor,517432,61,2.1785714285714284,2.1785714285714284
Andhra Pradesh,Chittoor,517501,172,4.648648648648648,4.648648648648648
Andhra Pradesh,Chittoor,517502,11,1.2222222222222223,1.2222222222222223
Andhra Pradesh,Chittoor,517503,18,1.5,1.5
Andhra Pradesh,Chittoor,517504,4,1.0,1.0
Andhra Pradesh,Chittoor,517505,37,1.85,1.85
Andhra Pradesh,Chittoor,517506,2,1.0,1.0
Andhra Pradesh,Chittoor,517507,57,2.375,2.375
Andhra Pradesh,Chittoor,517520,79,2.6333333333333333,2.6333333333333333
Andhra Pradesh,Chittoor,517526,24,2.1818181818181817,2.1818181818181817
Andhra Pradesh,Chittoor,517536,19,1.2666666666666666,1.2666666666666666
Andhra Pradesh,Chittoor,517541,57,3.3529411764705883,3.3529411764705883
Andhra Pradesh,Chittoor,517551,13,1.3,1.3
Andhra Pradesh,Chittoor,517561,23,1.4375,1.4375
Andhra Pradesh,Chittoor,517569,35,2.0588235294117645,2.0588235294117645
Andhra Pradesh,Chittoor,517571,11,1.1,1.1
Andhra Pradesh,Chittoor,517581,23,1.5333333333333334,1.5333333333333334
Andhra Pradesh,Chittoor,517582,52,2.260869565217391,2.260869565217391
Andhra Pradesh,Chittoor,517583,28,1.6470588235294117,1.6470588235294117
Andhra Pradesh,Chittoor,517584,2,1.0,1.0
Andhra Pradesh,Chittoor,517586,31,1.7222222222222223,1.7222222222222223
Andhra Pradesh,Chittoor,517587,15,1.25,1.25
Andhra Pradesh,Chittoor,517588,42,1.75,1.75
Andhra Pradesh,Chittoor,517589,33,1.65,1.65
Andhra Pradesh,Chittoor,517590,59,2.269230769230769,2.269230769230769
Andhra Pradesh,Chittoor,517591,44,1.9130434782608696,1.9130434782608696
Andhra Pradesh,Chittoor,517592,39,1.8571428571428572,1.8571428571428572
Andhra Pradesh,Chittoor,517599,14,2.8,2.8
Andhra Pradesh,Chittoor,517619,36,1.8,1.8
Andhra Pradesh,Chittoor,517620,18,1.3846153846153846,1.3846153846153846
Andhra Pradesh,Chittoor,517640,60,2.5,2.5
Andhra Pradesh,Chittoor,517641,20,1.4285714285714286,1.4285714285714286
Andhra Pradesh,Chittoor,517642,17,1.3076923076923077,1.3076923076923077
Andhra Pradesh,Chittoor,517643,43,1.8695652173913044,1.8695652173913044
Andhra Pradesh,Chittoor,517644,40,1.5384615384615385,1.5384615384615385
Andhra Pradesh,Chittoor,517645,3,1.0,1.0
Andhra Pradesh,Chittoor,631302,1,1.0,1.0
Andhra Pradesh,Cuddapah,516001,138,4.0588235294117645,4.0588235294117645
Andhra Pradesh,Cuddapah,516002,92,2.967741935483871,2.967741935483871
Andhra Pradesh,Cuddapah,516003,117,3.774193548387097,3.774193548387097
Andhra Pradesh,Cuddapah,516004,37,2.176470588235294,2.176470588235294
Andhra Pradesh,Cuddapah,516101,51,1.9615384615384615,1.9615384615384615
Andhra Pradesh,Cuddapah,516104,28,1.5555555555555556,1.5555555555555556
Andhra Pradesh,Cuddapah,516105,30,1.5,1.5
Andhra Pradesh,Cuddapah,516107,40,1.6,1.6
Andhra Pradesh,Cuddapah,516108,32,2.0,2.0
Andhra Pradesh,Cuddapah,516110,11,1.2222222222222223,1.2222222222222223
Andhra Pradesh,Cuddapah,516115,33,1.434782608695652,1.434782608695652
Andhra Pradesh,Cuddapah,516126,29,1.7058823529411764,1.7058823529411764
Andhra Pradesh,Cuddapah,516127,24,1.6,1.6
Andhra Pradesh,Cuddapah,516128,25,1.4705882352941178,1.4705882352941178
Andhra Pradesh,Cuddapah,516129,30,1.6666666666666667,1.6666666666666667
Andhra Pradesh,Cuddapah,516130,34,1.8888888888888888,1.8888888888888888
Andhra Pradesh,Cuddapah,516150,28,1.4736842105263157,1.4736842105263157
Andhra Pradesh,Cuddapah,516151,21,1.3125,1.3125
Andhra Pradesh,Cuddapah,516152,4,1.0,1.0
Andhra Pradesh,Cuddapah,516162,29,1.5263157894736843,1.5263157894736843
Andhra Pradesh,Cuddapah,516163,8,1.1428571428571428,1.1428571428571428
Andhra Pradesh,Cuddapah,516172,69,2.5555555555555554,2.5555555555555554
Andhra Pradesh,Cuddapah,516173,19,1.9,1.9
Andhra Pradesh,Cuddapah,516175,40,2.0,2.0
Andhra Pradesh,Cuddapah,516193,54,1.9285714285714286,1.9285714285714286
Andhra Pradesh,Cuddapah,516203,44,1.6923076923076923,1.6923076923076923
Andhra Pradesh,Cuddapah,516213,23,1.5333333333333334,1.5333333333333334
Andhra Pradesh,Cuddapah,516214,38,1.7272727272727273,1.7272727272727273
Andhra Pradesh,Cuddapah,516215,27,1.5,1.5
Andhra Pradesh,Cuddapah,516216,22,1.2941176470588236,1.2941176470588236
Andhra Pradesh,Cuddapah,516217,28,1.4,1.4
Andhra Pradesh,Cuddapah,516218,28,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Cuddapah,516227,77,2.9615384615384617,2.9615384615384617
Andhra Pradesh,Cuddapah,516228,32,1.6842105263157894,1.6842105263157894
Andhra Pradesh,Cuddapah,516233,24,1.6,1.6
Andhra Pradesh,Cuddapah,516237,8,1.6,1.6
Andhra Pradesh,Cuddapah,516247,31,1.631578947368421,1.631578947368421
Andhra Pradesh,Cuddapah,516257,26,1.625,1.625
Andhra Pradesh,Cuddapah,516259,23,1.3529411764705883,1.3529411764705883
Andhra Pradesh,Cuddapah,516267,42,1.75,1.75
Andhra Pradesh,Cuddapah,516268,19,1.1875,1.1875
Andhra Pradesh,Cuddapah,516269,148,4.774193548387097,4.774193548387097
Andhra Pradesh,Cuddapah,516270,9,1.125,1.125
Andhra Pradesh,Cuddapah,516289,40,1.9047619047619047,1.9047619047619047
Andhra Pradesh,Cuddapah,516293,24,1.5,1.5
Andhra Pradesh,Cuddapah,516309,38,1.6521739130434783,1.6521739130434783
Andhra Pradesh,Cuddapah,516310,12,1.7142857142857142,1.7142857142857142
Andhra Pradesh,Cuddapah,516312,2,1.0,1.0
Andhra Pradesh,Cuddapah,516321,14,2.0,2.0
Andhra Pradesh,Cuddapah,516329,45,2.142857142857143,2.142857142857143
Andhra Pradesh,Cuddapah,516339,8,1.6,1.6
Andhra Pradesh,Cuddapah,516349,21,1.5,1.5
Andhra Pradesh,Cuddapah,516350,11,1.8333333333333333,1.8333333333333333
Andhra Pradesh,Cuddapah,516355,25,1.4705882352941178,1.4705882352941178
Andhra Pradesh,Cuddapah,516356,13,1.1818181818181819,1.1818181818181819
Andhra Pradesh,Cuddapah,516359,21,1.2352941176470589,1.2352941176470589
Andhra Pradesh,Cuddapah,516360,167,4.638888888888889,4.638888888888889
Andhra Pradesh,Cuddapah,516361,1,1.0,1.0
Andhra Pradesh,Cuddapah,516362,40,1.6,1.6
Andhra Pradesh,Cuddapah,516380,22,1.8333333333333333,1.8333333333333333
Andhra Pradesh,Cuddapah,516390,59,2.269230769230769,2.269230769230769
Andhra Pradesh,Cuddapah,516396,15,1.0,1.0
Andhra Pradesh,Cuddapah,516401,10,1.1111111111111112,1.1111111111111112
Andhra Pradesh,Cuddapah,516411,13,1.1818181818181819,1.1818181818181819
Andhra Pradesh,Cuddapah,516421,10,1.1111111111111112,1.1111111111111112
Andhra Pradesh,Cuddapah,516431,21,1.5,1.5
Andhra Pradesh,Cuddapah,516432,13,1.3,1.3
Andhra Pradesh,Cuddapah,516433,10,1.4285714285714286,1.4285714285714286
Andhra Pradesh,Cuddapah,516434,80,2.962962962962963,2.962962962962963
Andhra Pradesh,Cuddapah,516439,8,1.1428571428571428,1.1428571428571428
Andhra Pradesh,Cuddapah,516444,16,1.4545454545454546,1.4545454545454546
Andhra Pradesh,Cuddapah,516454,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Cuddapah,516464,4,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Cuddapah,516474,17,1.3076923076923077,1.3076923076923077
Andhra Pradesh,Cuddapah,516484,11,1.1,1.1
Andhra Pradesh,Cuddapah,516501,18,1.2857142857142858,1.2857142857142858
Andhra Pradesh,Cuddapah,516502,21,1.105263157894737,1.105263157894737
Andhra Pradesh,Cuddapah,516503,46,1.7692307692307692,1.7692307692307692
Andhra Pradesh,Cuddapah,516504,21,1.2352941176470589,1.2352941176470589
Andhra Pradesh,Cuddapah,516505,16,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533201,11,1.375,1.375
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533210,4,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533211,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533212,26,1.4444444444444444,1.4444444444444444
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533213,4,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533214,3,1.5,1.5
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533216,6,1.2,1.2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533217,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533218,4,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533220,9,1.2857142857142858,1.2857142857142858
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533221,5,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533222,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533223,6,1.2,1.2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533228,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533229,6,1.2,1.2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533232,9,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533233,6,1.2,1.2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533234,4,1.3333333333333333,1.3333333333333333
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533235,10,1.25,1.25
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533236,10,1.25,1.25
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533237,9,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533238,10,1.1111111111111112,1.1111111111111112
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533240,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533241,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533242,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533244,2,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533247,5,1.25,1.25
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533248,4,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533249,7,1.75,1.75
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533250,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533251,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533252,7,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533253,9,1.2857142857142858,1.2857142857142858
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533254,4,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533255,15,1.5,1.5
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533256,2,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533261,9,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533262,16,1.1428571428571428,1.1428571428571428
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533263,4,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533274,6,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533305,12,1.2,1.2
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533306,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533307,3,1.5,1.5
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533308,13,1.0833333333333333,1.0833333333333333
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533309,2,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533340,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533341,3,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533346,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533464,1,1.0,1.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533577,4,1.0,1.0
Andhra Pradesh,East Godavari,507111,3,1.0,1.0
Andhra Pradesh,East Godavari,507113,2,1.0,1.0
Andhra Pradesh,East Godavari,507121,11,1.2222222222222223,1.2222222222222223
Andhra Pradesh,East Godavari,507126,10,1.0,1.0
Andhra Pradesh,East Godavari,507129,46,1.84,1.84
Andhra Pradesh,East Godavari,507134,18,1.5,1.5
Andhra Pradesh,East Godavari,507135,26,1.5294117647058822,1.5294117647058822
Andhra Pradesh,East Godavari,531110,2,1.0,1.0
Andhra Pradesh,East Godavari,533001,34,1.7894736842105263,1.7894736842105263
Andhra Pradesh,East Godavari,533002,50,2.5,2.5
Andhra Pradesh,East Godavari,533003,30,1.4285714285714286,1.4285714285714286
Andhra Pradesh,East Godavari,533004,10,1.25,1.25
Andhra Pradesh,East Godavari,533005,70,2.3333333333333335,2.3333333333333335
Andhra Pradesh,East Godavari,533006,20,1.25,1.25
Andhra Pradesh,East Godavari,533016,22,2.0,2.0
Andhra Pradesh,East Godavari,533101,177,5.057142857142857,5.057142857142857
Andhra Pradesh,East Godavari,533102,28,1.5555555555555556,1.5555555555555556
Andhra Pradesh,East Godavari,533103,25,1.4705882352941178,1.4705882352941178
Andhra Pradesh,East Godavari,533104,5,1.25,1.25
Andhra Pradesh,East Godavari,533105,26,1.5294117647058822,1.5294117647058822
Andhra Pradesh,East Godavari,533106,19,1.4615384615384615,1.4615384615384615
Andhra Pradesh,East Godavari,533107,43,1.8695652173913044,1.8695652173913044
Andhra Pradesh,East Godavari,533124,19,1.4615384615384615,1.4615384615384615
Andhra Pradesh,East Godavari,533125,31,1.55,1.55
Andhra Pradesh,East Godavari,533126,53,2.409090909090909,2.409090909090909
Andhra Pradesh,East Godavari,533201,52,2.08,2.08
Andhra Pradesh,East Godavari,533210,16,1.4545454545454546,1.4545454545454546
Andhra Pradesh,East Godavari,533211,35,1.6666666666666667,1.6666666666666667
Andhra Pradesh,East Godavari,533212,43,1.72,1.72
Andhra Pradesh,East Godavari,533213,27,1.4210526315789473,1.4210526315789473
Andhra Pradesh,East Godavari,533214,25,1.4705882352941178,1.4705882352941178
Andhra Pradesh,East Godavari,533215,7,1.1666666666666667,1.1666666666666667
Andhra Pradesh,East Godavari,533216,42,1.9090909090909092,1.9090909090909092
Andhra Pradesh,East Godavari,533217,19,1.4615384615384615,1.4615384615384615
Andhra Pradesh,East Godavari,533218,11,1.1,1.1
Andhra Pradesh,East Godavari,533220,23,1.2105263157894737,1.2105263157894737
Andhra Pradesh,East Godavari,533221,15,1.3636363636363635,1.3636363636363635
Andhra Pradesh,East Godavari,533222,60,2.3076923076923075,2.3076923076923075
